Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
04-AUG-2025,24596.05,24736.25,24554,24722.75,259329477,20372.68
01-AUG-2025,24734.9,24784.15,24535.05,24565.35,263357194,24972.45
31-JUL-2025,24642.25,24956.5,24635,24768.35,346303628,30477.71
30-JUL-2025,24890.4,24902.3,24771.95,24855.05,243886726,23525.25
29-JUL-2025,24609.65,24847.15,24598.6,24821.1,284657235,25954.42
28-JUL-2025,24782.45,24889.2,24646.6,24680.9,262142969,24976.54
25-JUL-2025,25010.35,25010.35,24806.35,24837,278136104,25273.64
24-JUL-2025,25243.3,25246.25,25018.7,25062.1,338728860,27433.34
23-JUL-2025,25139.35,25233.5,25085.5,25219.9,271539651,23042.49
22-JUL-2025,25166.65,25182,25035.55,25060.9,483725120,31248.06
21-JUL-2025,24999,25111.4,24882.3,25090.7,305216414,26062.25
18-JUL-2025,25108.55,25144.6,24918.65,24968.4,316979826,26330.8
17-JUL-2025,25230.75,25238.35,25101,25111.45,243412540,24715.35
16-JUL-2025,25196.6,25255.3,25121.05,25212.05,228815928,22254.54
15-JUL-2025,25089.5,25245.2,25088.45,25195.8,241340130,23282.7
14-JUL-2025,25149.5,25151.1,25001.95,25082.3,259533624,23316.33
11-JUL-2025,25255.5,25322.45,25129,25149.85,249987681,26251.65
10-JUL-2025,25511.65,25524.05,25340.45,25355.25,219609322,21435.36
09-JUL-2025,25514.6,25548.7,25424.35,25476.1,239081546,20549.5
08-JUL-2025,25427.85,25548.05,25424.15,25522.5,210410530,21947.32
07-JUL-2025,25450.45,25489.8,25407.25,25461.3,196051345,16923.26
04-JUL-2025,25428.85,25470.25,25331.65,25461,193511595,19101.33
03-JUL-2025,25505.1,25587.5,25384.35,25405.3,293428797,24531.7
02-JUL-2025,25588.3,25608.1,25378.75,25453.4,309828013,26681.66
01-JUL-2025,25551.35,25593.4,25501.8,25541.8,260669106,23921.02
30-JUN-2025,25661.65,25669.35,25473.3,25517.05,270981274,24673.48
27-JUN-2025,25576.65,25654.2,25523.55,25637.8,563957748,47108.6
26-JUN-2025,25268.95,25565.3,25259.9,25549,428891818,38689.39
25-JUN-2025,25150.35,25266.8,25125.05,25244.75,260582584,22985.17
24-JUN-2025,25179.9,25317.7,24999.7,25044.35,450185468,35508.9
23-JUN-2025,24939.75,25057,24824.85,24971.9,248534153,20797.88
20-JUN-2025,24787.65,25136.2,24783.65,25112.4,574654035,55782.03
19-JUN-2025,24803.25,24863.1,24733.4,24793.25,274619935,23620.79
18-JUN-2025,24788.35,24947.55,24750.45,24812.05,237599011,22044.05
17-JUN-2025,24977.85,24982.05,24813.7,24853.4,242415740,21818.05
16-JUN-2025,24732.35,24967.1,24703.6,24946.5,305813047,23857.15
13-JUN-2025,24473,24754.35,24473,24718.6,318711364,24838.56
12-JUN-2025,25164.45,25196.2,24825.9,24888.2,328310748,29573.27
11-JUN-2025,25134.15,25222.4,25081.3,25141.4,301245273,25871.18
10-JUN-2025,25196.05,25199.3,25055.45,25104.25,307323471,28813.93
09-JUN-2025,25160.1,25160.1,25077.15,25103.2,279219989,25606.21
06-JUN-2025,24748.7,25029.5,24671.45,25003.05,335581057,30041.71
05-JUN-2025,24691.2,24899.85,24613.1,24750.9,388405978,30186.46
04-JUN-2025,24560.45,24644.25,24530.45,24620.2,280862575,21907.07
03-JUN-2025,24786.3,24845.1,24502.15,24542.5,349288937,28906.4
02-JUN-2025,24669.7,24754.4,24526.15,24716.6,311100908,25091.04
30-MAY-2025,24812.6,24863.95,24717.4,24750.7,853890978,52247.87
29-MAY-2025,24825.1,24892.6,24677.3,24833.6,345370611,29730.05
28-MAY-2025,24832.5,24864.25,24737.05,24752.45,684425321,37143.55
27-MAY-2025,24956.65,25062.9,24704.1,24826.2,525653668,33638.3
26-MAY-2025,24919.35,25079.2,24900.5,25001.15,302799227,20060.68
23-MAY-2025,24639.5,24909.05,24614.05,24853.15,270470348,20200.73
22-MAY-2025,24733.95,24737.5,24462.4,24609.7,403279638,30579.52
21-MAY-2025,24744.25,24946.2,24685.35,24813.45,332724952,23179.85
20-MAY-2025,24996.2,25010.35,24669.7,24683.9,414799113,31063.03
19-MAY-2025,25005.35,25062.95,24916.65,24945.45,255254340,21598.6
16-MAY-2025,25064.65,25070,24953.05,25019.8,432717092,43815.86
15-MAY-2025,24694.45,25116.25,24494.45,25062.1,500821889,44147.39
14-MAY-2025,24613.8,24767.55,24535.55,24666.9,345490805,25585.37
13-MAY-2025,24864.05,24973.8,24547.5,24578.35,422977876,34576.66
12-MAY-2025,24420.1,24944.8,24378.85,24924.7,368707684,30362.27
09-MAY-2025,23935.75,24164.25,23935.75,24008,335550680,28942.61
08-MAY-2025,24431.5,24447.25,24150.2,24273.8,411362230,36893.06
07-MAY-2025,24233.3,24449.6,24220,24414.4,330137191,27648.34
06-MAY-2025,24500.75,24509.65,24331.8,24379.6,302354059,26481.15
05-MAY-2025,24419.5,24526.4,24400.65,24461.15,291471628,26918.36
02-MAY-2025,24311.9,24589.15,24238.5,24346.7,421112627,34043.27
30-APR-2025,24342.05,24396.15,24198.75,24334.2,424452559,41073.48
29-APR-2025,24370.7,24457.65,24290.75,24335.95,357563224,30436.88
28-APR-2025,24070.25,24355.1,24054.05,24328.5,320467976,28278.82
25-APR-2025,24289,24365.45,23847.85,24039.35,387741866,33430.86
24-APR-2025,24277.9,24347.85,24216.15,24246.7,358768165,33057.29
23-APR-2025,24357.6,24359.3,24119.95,24328.95,415042544,34527.08
22-APR-2025,24185.4,24242.6,24072,24167.25,440940490,35479.29
21-APR-2025,23949.15,24189.55,23903.65,24125.55,406145632,33125.62
17-APR-2025,23401.85,23872.35,23298.55,23851.65,505333905,38450.09
16-APR-2025,23344.1,23452.2,23273.05,23437.2,348424960,28102.36
15-APR-2025,23368.35,23368.35,23207,23328.55,388321931,34216.17
11-APR-2025,22695.4,22923.9,22695.4,22828.55,402162001,33683.6
09-APR-2025,22460.3,22468.7,22353.25,22399.15,383822618,28996.55
08-APR-2025,22446.75,22697.2,22270.85,22535.85,468250807,37226.82
07-APR-2025,21758.4,22254,21743.65,22161.6,647107618,49172.14
04-APR-2025,23190.4,23214.7,22857.45,22904.45,466776198,33761.96
03-APR-2025,23150.3,23306.5,23145.8,23250.1,283196379,23501.33
02-APR-2025,23192.6,23350,23158.45,23332.35,340970371,24334.3
01-APR-2025,23341.1,23565.15,23136.4,23165.7,375118343,30680.7
28-MAR-2025,23600.4,23649.2,23450.2,23519.35,387455531,29156.37
27-MAR-2025,23433.95,23646.45,23412.2,23591.95,510302142,46481.84
26-MAR-2025,23700.95,23736.5,23451.7,23486.85,278590831,26877.28
25-MAR-2025,23751.5,23869.6,23601.4,23668.65,338216746,35415.03
24-MAR-2025,23515.4,23708.75,23433.5,23658.35,311900413,28871.35
21-MAR-2025,23168.25,23402.7,23132.8,23350.4,540966316,51005.67
20-MAR-2025,23036.6,23216.7,22973.95,23190.65,313729818,27573.99
19-MAR-2025,22874.95,22940.7,22807.95,22907.6,323992121,26994.95
18-MAR-2025,22662.25,22857.8,22599.2,22834.3,272578844,26387.47
17-MAR-2025,22353.15,22577,22353.15,22508.75,251102239,24122.27
13-MAR-2025,22541.5,22558.05,22377.35,22397.2,287535243,22855.58
12-MAR-2025,22536.35,22577.4,22329.55,22470.5,369736725,33406.41
11-MAR-2025,22345.95,22522.1,22314.7,22497.9,347924102,29208.22
10-MAR-2025,22521.85,22676.75,22429.05,22460.3,293855491,22330.86
07-MAR-2025,22508.65,22633.8,22464.75,22552.5,289765795,21446.95
06-MAR-2025,22476.35,22556.45,22245.85,22544.7,372083680,30550.28
05-MAR-2025,22073.05,22394.9,22067.8,22337.3,305942691,26371.61
04-MAR-2025,21974.45,22105.05,21964.6,22082.65,253260641,22979.56
03-MAR-2025,22194.55,22261.55,22004.7,22119.3,282399735,25942.05
28-FEB-2025,22433.4,22450.35,22104.85,22124.7,551285287,52745.2
27-FEB-2025,22568.95,22613.3,22508.4,22545.05,289230479,29775.64
25-FEB-2025,22516.45,22625.3,22513.9,22547.55,250279519,24917.83
24-FEB-2025,22609.35,22668.05,22518.8,22553.35,214317552,20772.95
21-FEB-2025,22857.2,22921,22720.3,22795.9,242753984,21994.37
20-FEB-2025,22821.1,22923.85,22812.75,22913.15,240836647,21303.88
19-FEB-2025,22847.25,23049.95,22814.85,22932.9,206999204,19817.93
18-FEB-2025,22963.65,22992.5,22801.5,22945.3,210616675,19431.37
17-FEB-2025,22809.9,22974.2,22725.45,22959.5,207393944,19809.44
14-FEB-2025,23096.45,23133.7,22774.85,22929.25,254479643,22049.89
13-FEB-2025,23055.75,23235.5,22992.2,23031.4,265706855,25218.86
12-FEB-2025,23050.8,23144.7,22798.35,23045.25,279656513,26989.94
11-FEB-2025,23383.55,23390.05,22986.65,23071.8,267969979,27191.96
10-FEB-2025,23543.8,23568.6,23316.3,23381.6,225529166,21254.72
07-FEB-2025,23649.5,23694.5,23443.2,23559.95,368092482,30042
06-FEB-2025,23761.95,23773.55,23556.25,23603.35,306978683,30885.59
05-FEB-2025,23801.75,23807.3,23680.45,23696.3,267014345,25806.44
04-FEB-2025,23509.9,23762.75,23423.15,23739.25,376742506,35974.3
03-FEB-2025,23319.35,23381.6,23222,23361.05,347241171,32019.13
01-FEB-2025,23528.6,23632.45,23318.3,23482.15,287703637,25741.04
31-JAN-2025,23296.75,23546.8,23277.4,23508.4,326919177,28638.01
30-JAN-2025,23169.5,23322.05,23139.2,23249.5,384687127,35252.87
29-JAN-2025,23026.75,23183.35,22976.5,23163.1,251208119,22307.38
28-JAN-2025,22960.45,23137.95,22857.65,22957.25,361868609,33221.8
27-JAN-2025,22940.15,23007.45,22786.9,22829.15,257372790,24202.41
24-JAN-2025,23183.9,23347.3,23050,23092.2,264336332,24412.46
23-JAN-2025,23128.3,23270.8,23090.65,23205.35,275558357,27723.78
22-JAN-2025,23099.15,23169.55,22981.3,23155.35,275951918,25462.05
21-JAN-2025,23421.65,23426.3,22976.85,23024.65,312871897,30106.72
20-JAN-2025,23290.4,23391.1,23170.65,23344.75,301455455,27333.97
17-JAN-2025,23277.1,23292.1,23100.35,23203.2,272945267,27040.78
16-JAN-2025,23377.25,23391.65,23272.05,23311.8,299416081,29784.82
15-JAN-2025,23250.45,23293.65,23146.45,23213.2,228039156,21587.78
14-JAN-2025,23165.9,23264.95,23134.15,23176.05,311235510,31174.05
13-JAN-2025,23195.4,23340.95,23047.25,23085.95,316481107,26890.37
10-JAN-2025,23551.9,23596.6,23344.35,23431.5,261022434,25017.6
09-JAN-2025,23674.75,23689.5,23503.05,23526.5,269239831,26793.85
08-JAN-2025,23746.65,23751.85,23496.15,23688.95,266375381,24718.54
07-JAN-2025,23679.9,23795.2,23637.8,23707.9,262337253,22485.65
06-JAN-2025,24045.8,24089.95,23551.9,23616.05,278061806,25853.64
03-JAN-2025,24196.4,24196.45,23976,24004.75,312279515,29411.99
02-JAN-2025,23783,24226.7,23751.55,24188.65,283200811,32237.25
01-JAN-2025,23637.65,23822.8,23562.8,23742.9,154921938,14266.26
